City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
Hobart,-42.88,147.33,50.0,65,75,17.22,AU,2020-10-24 23:55:06,broken clouds
Hermanus,-34.42,19.23,62.01,86,48,3.0,ZA,2020-10-25 00:04:55,scattered clouds
Hegang,47.4,130.37,37.29,76,33,16.37,CN,2020-10-25 00:04:56,scattered clouds
Saint-Joseph,-21.37,55.62,68.0,56,0,6.93,RE,2020-10-25 00:04:56,clear sky
Changli,39.7,119.15,52.45,41,100,5.73,CN,2020-10-25 00:04:57,overcast clouds
Jevargi,17.02,76.77,73.69,78,1,3.83,IN,2020-10-25 00:04:57,clear sky
Bengkulu,-3.8,102.27,77.43,81,100,3.74,ID,2020-10-24 23:59:26,overcast clouds
Jamestown,42.1,-79.24,41.0,69,90,5.82,US,2020-10-24 23:56:46,overcast clouds
Fratautii Vechi,47.9,25.88,57.99,88,100,2.35,RO,2020-10-25 00:04:57,overcast clouds
Banderilla,19.58,-96.93,62.28,95,23,2.01,MX,2020-10-25 00:04:58,light rain
Atuona,-9.8,-139.03,78.62,76,1,20.71,PF,2020-10-24 23:59:30,light rain
Fartura,-23.39,-49.51,70.92,87,69,2.19,BR,2020-10-25 00:04:58,broken clouds
Mount Gambier,-37.83,140.77,50.0,61,90,24.16,AU,2020-10-24 23:59:52,overcast clouds
Bandundu,-3.32,17.37,72.77,92,86,1.66,CD,2020-10-25 00:04:59,overcast clouds
Ngunut,-8.11,112.02,79.59,79,87,5.32,ID,2020-10-25 00:04:59,overcast clouds
Namatanai,-3.67,152.43,85.44,66,31,1.81,PG,2020-10-25 00:01:25,light rain
Vaini,-21.2,-175.2,73.4,94,75,8.05,TO,2020-10-24 23:59:21,broken clouds
Senneterre,48.38,-77.23,28.4,74,75,3.36,CA,2020-10-25 00:05:00,broken clouds
Homer,59.64,-151.55,51.8,53,40,6.93,US,2020-10-25 00:05:00,scattered clouds
Ostrovnoy,68.05,39.51,31.8,98,100,11.41,RU,2020-10-25 00:00:55,overcast clouds
Santa Clarita,34.39,-118.54,68.0,56,90,7.81,US,2020-10-25 00:05:00,overcast clouds
Mpanda,-6.37,31.04,72.72,55,25,2.08,TZ,2020-10-25 00:05:01,scattered clouds
Mahebourg,-20.41,57.7,71.6,88,75,9.17,MU,2020-10-25 00:01:49,light intensity shower rain
New Norfolk,-42.78,147.06,50.0,57,32,3.0,AU,2020-10-24 23:55:53,scattered clouds
Bredasdorp,-34.53,20.04,64.4,77,11,9.17,ZA,2020-10-24 23:59:34,few clouds
Mapiripan,2.89,-72.13,78.04,82,32,4.07,CO,2020-10-25 00:05:01,light rain
Pisco,-13.7,-76.22,64.4,77,0,16.11,PE,2020-10-24 23:55:49,clear sky
Bangolo,7.01,-7.47,70.09,83,40,1.21,CI,2020-10-25 00:05:03,scattered clouds
Avarua,-21.21,-159.78,75.2,73,40,14.99,CK,2020-10-24 23:57:26,scattered clouds
Santa Rosa,14.31,121.11,80.01,88,40,4.7,PH,2020-10-25 00:05:03,scattered clouds
Georgetown,5.41,100.34,77.0,94,40,4.07,MY,2020-10-24 23:59:24,scattered clouds
Khatanga,71.97,102.5,6.44,95,100,14.52,RU,2020-10-24 23:56:08,light snow
Antigonish,45.62,-62.0,55.0,97,100,1.77,CA,2020-10-25 00:05:04,overcast clouds
Norman Wells,65.28,-126.83,23.0,85,75,3.36,CA,2020-10-24 23:56:54,broken clouds
Butaritari,3.07,172.79,81.03,70,13,9.24,KI,2020-10-24 23:56:45,few clouds
Kokopo,-4.35,152.26,85.37,62,20,4.41,PG,2020-10-25 00:05:05,few clouds
Usinsk,65.99,57.53,20.26,93,100,4.5,RU,2020-10-25 00:05:05,overcast clouds
Airai,-8.93,125.41,73.74,65,14,0.67,TL,2020-10-24 23:59:20,few clouds
Pevek,69.7,170.31,27.95,90,1,14.56,RU,2020-10-24 23:59:40,clear sky
Akyab,20.15,92.9,78.55,88,97,7.92,MM,2020-10-25 00:05:06,overcast clouds
Oriximina,-1.77,-55.87,84.38,46,100,3.11,BR,2020-10-24 23:55:54,overcast clouds
Port Alfred,-33.59,26.89,65.21,89,6,5.88,ZA,2020-10-24 23:54:50,clear sky
Carlsbad,33.16,-117.35,70.0,64,75,8.05,US,2020-10-25 00:03:16,broken clouds
Santa Rosalia,27.32,-112.28,84.72,36,0,1.68,MX,2020-10-25 00:05:07,clear sky
Dikson,73.51,80.55,21.99,93,19,4.23,RU,2020-10-24 23:59:29,few clouds
Hofn,64.25,-15.21,44.37,82,100,20.67,IS,2020-10-24 23:57:49,moderate rain
Lodja,-3.48,23.43,69.82,98,100,1.77,CD,2020-10-24 23:59:58,moderate rain
Borogontsy,62.67,131.17,9.54,95,24,3.22,RU,2020-10-25 00:05:08,few clouds
Isangel,-19.55,169.27,82.4,69,75,5.82,VU,2020-10-24 23:57:23,broken clouds
Port Moresby,-9.44,147.18,83.64,68,53,4.47,PG,2020-10-25 00:05:09,broken clouds
Longyearbyen,78.22,15.64,19.4,85,75,2.24,SJ,2020-10-24 23:56:59,broken clouds
Ati,13.22,18.34,83.44,17,19,14.12,TD,2020-10-25 00:05:09,few clouds
Itaituba,-4.28,-55.98,77.36,82,98,2.55,BR,2020-10-25 00:05:09,overcast clouds
Viedma,-40.81,-63.0,71.01,66,23,3.0,AR,2020-10-25 00:00:29,few clouds
Kisangani,0.52,25.2,71.74,97,100,2.68,CD,2020-10-25 00:05:10,light rain
Cherskiy,68.75,161.3,18.36,94,4,4.68,RU,2020-10-24 23:56:27,clear sky
Upernavik,72.79,-56.15,22.3,93,100,9.33,GL,2020-10-24 23:56:54,overcast clouds
Atar,20.52,-13.05,87.08,23,92,8.19,MR,2020-10-25 00:05:11,overcast clouds
Medea,36.26,2.75,57.2,93,20,1.12,DZ,2020-10-25 00:05:11,few clouds
Erzin,36.96,36.2,73.99,28,100,8.01,TR,2020-10-25 00:05:11,overcast clouds
Innisfail,-17.53,146.03,82.98,61,46,4.79,AU,2020-10-24 23:59:45,scattered clouds
Meulaboh,4.14,96.13,73.87,95,100,4.79,ID,2020-10-25 00:01:59,overcast clouds
East London,-33.02,27.91,69.04,87,4,2.77,ZA,2020-10-24 23:57:15,clear sky
Alice Springs,-23.7,133.88,66.2,34,0,16.11,AU,2020-10-25 00:01:09,clear sky
Beloha,-25.17,45.05,67.98,86,95,6.64,MG,2020-10-25 00:05:12,overcast clouds
Novo Aripuana,-5.12,-60.38,74.48,97,100,2.13,BR,2020-10-25 00:05:13,moderate rain
Castro,-24.79,-50.01,63.1,91,64,3.56,BR,2020-10-25 00:00:35,heavy intensity rain
Riviere-Au-Renard,49.0,-64.4,46.4,70,90,8.05,CA,2020-10-25 00:05:13,overcast clouds
Maniitsoq,65.42,-52.9,23.29,87,0,9.91,GL,2020-10-24 23:59:55,clear sky
Orito,0.68,-76.88,86.0,66,0,3.36,CO,2020-10-25 00:05:14,clear sky
Luderitz,-26.65,15.16,61.81,70,53,18.28,NA,2020-10-24 23:55:14,broken clouds
Komsomolskiy,40.43,71.72,44.6,56,100,6.93,UZ,2020-10-25 00:05:14,overcast clouds
Haines Junction,60.75,-137.51,28.29,75,100,1.68,CA,2020-10-24 23:58:34,overcast clouds
Nouadhibou,20.93,-17.03,73.4,64,0,16.11,MR,2020-10-24 23:59:50,clear sky
Nizhnekamsk,55.64,51.82,41.0,93,40,8.95,RU,2020-10-25 00:00:49,scattered clouds
Broome,42.25,-75.83,43.0,72,90,10.29,US,2020-10-25 00:01:04,overcast clouds
Antalaha,-14.9,50.28,70.74,80,16,6.02,MG,2020-10-25 00:05:15,light rain
Gobabis,-22.45,18.97,71.92,22,87,8.3,NA,2020-10-25 00:05:16,overcast clouds
Vanimo,-2.67,141.3,82.33,79,91,2.19,PG,2020-10-25 00:00:49,light rain
Chuy,-33.7,-53.46,61.84,97,6,4.81,UY,2020-10-24 23:59:42,clear sky
Severo-Kurilsk,50.68,156.12,46.92,92,100,16.93,RU,2020-10-24 23:57:14,light rain
Ouadda,8.08,22.4,69.08,88,100,1.36,CF,2020-10-25 00:05:17,light rain
Port Lincoln,-34.73,135.87,54.84,55,84,17.67,AU,2020-10-25 00:01:19,broken clouds
Chapais,49.78,-74.85,26.6,79,90,9.17,CA,2020-10-24 23:59:27,light snow
Ulladulla,-35.35,150.47,54.0,76,90,12.75,AU,2020-10-25 00:05:17,overcast clouds
Ulaangom,49.98,92.07,26.1,80,1,9.08,MN,2020-10-25 00:05:18,clear sky
Along,28.17,94.77,68.45,90,100,0.2,IN,2020-10-25 00:05:18,overcast clouds
Beringovskiy,63.05,179.32,31.48,96,100,15.03,RU,2020-10-25 00:05:18,overcast clouds
Zunheboto,25.97,94.52,56.75,100,60,3.04,IN,2020-10-25 00:05:19,broken clouds
Gerede,40.8,32.2,54.23,44,0,4.85,TR,2020-10-25 00:05:20,clear sky
Linxi,39.7,118.43,52.11,41,100,3.91,CN,2020-10-25 00:05:20,overcast clouds
Rio Gallegos,-51.62,-69.22,44.6,93,90,5.82,AR,2020-10-25 00:05:20,overcast clouds
Hirara,24.8,125.28,73.4,68,40,9.17,JP,2020-10-24 23:59:23,scattered clouds
Guerrero Negro,27.98,-114.06,69.6,73,8,17.96,MX,2020-10-25 00:01:54,clear sky
Talnakh,69.49,88.4,14.0,92,75,11.18,RU,2020-10-24 23:57:31,light snow
Bafra,41.57,35.91,51.8,93,40,2.24,TR,2020-10-25 00:05:22,mist
Luganville,-15.53,167.17,84.2,70,75,10.29,VU,2020-10-25 00:05:22,broken clouds
Arraial Do Cabo,-22.97,-42.03,70.83,94,100,21.07,BR,2020-10-24 23:57:09,moderate rain
Karratha,-20.74,116.85,73.29,61,0,9.82,AU,2020-10-25 00:05:22,clear sky
Ilam,26.92,87.92,59.85,93,31,2.28,NP,2020-10-25 00:05:23,scattered clouds
Krasnaya Gora,53.0,31.6,51.8,87,75,11.18,RU,2020-10-25 00:05:23,broken clouds
Nakamura,32.98,132.93,59.56,54,0,4.27,JP,2020-10-25 00:05:23,clear sky
Goderich,43.75,-81.72,42.01,81,64,8.95,CA,2020-10-25 00:05:23,broken clouds
Turayf,31.67,38.66,60.8,29,0,9.17,SA,2020-10-25 00:05:23,clear sky
Okha,53.57,142.95,44.76,84,9,4.41,RU,2020-10-25 00:05:24,clear sky
Minbu,20.18,94.88,74.28,92,100,3.4,MM,2020-10-25 00:05:24,overcast clouds
Ambilobe,-13.2,49.05,70.03,79,4,4.52,MG,2020-10-25 00:05:25,clear sky
Port Macquarie,-31.43,152.92,72.0,77,90,11.41,AU,2020-10-25 00:01:41,overcast clouds
Esperance,-33.87,121.9,55.4,82,0,16.11,AU,2020-10-24 23:55:51,clear sky
Katobu,-4.94,122.53,86.58,61,43,2.51,ID,2020-10-25 00:05:26,scattered clouds
San Quintin,30.48,-115.95,67.84,72,95,12.73,MX,2020-10-25 00:01:44,overcast clouds
Bandarbeyla,9.49,50.81,75.49,82,87,3.47,SO,2020-10-25 00:05:26,overcast clouds
Kaitangata,-46.28,169.85,70.57,49,100,12.06,NZ,2020-10-24 23:59:30,overcast clouds
Emerald,-23.53,148.17,73.4,88,75,2.24,AU,2020-10-25 00:05:27,broken clouds
Grindavik,63.84,-22.43,41.0,75,75,28.86,IS,2020-10-24 23:59:54,broken clouds
Sistranda,63.73,8.83,42.8,70,75,17.22,NO,2020-10-25 00:05:27,broken clouds
Nantucket,41.28,-70.1,62.01,92,90,10.29,US,2020-10-25 00:03:16,overcast clouds
Mujiayingzi,42.12,118.78,44.69,52,83,4.56,CN,2020-10-25 00:05:28,broken clouds
Hasaki,35.73,140.83,57.0,71,75,4.7,JP,2020-10-25 00:00:15,broken clouds
Vestmannaeyjar,63.44,-20.27,45.97,65,80,26.24,IS,2020-10-25 00:01:31,light rain
Puri,19.8,85.85,77.0,100,40,6.73,IN,2020-10-25 00:01:13,mist
Nishihara,26.18,127.76,73.4,60,20,10.29,JP,2020-10-24 23:59:25,few clouds
Hlyboka,48.09,25.93,57.99,88,100,2.93,UA,2020-10-25 00:05:29,overcast clouds
Thompson,55.74,-97.86,24.8,62,90,8.05,CA,2020-10-24 23:55:27,light snow
La Ronge,55.1,-105.28,24.8,53,75,10.29,CA,2020-10-25 00:00:27,light snow
Cap Malheureux,-19.98,57.61,69.01,90,28,5.99,MU,2020-10-25 00:05:30,light rain
Linqiong,30.42,103.46,68.0,100,40,1.41,CN,2020-10-25 00:05:30,mist
Sollies-Pont,43.19,6.04,59.0,82,0,3.36,FR,2020-10-25 00:05:31,clear sky
Alofi,-19.06,-169.92,80.6,78,90,16.11,NU,2020-10-25 00:01:52,overcast clouds
Ferrol,43.48,-8.24,62.6,82,20,14.99,ES,2020-10-25 00:05:31,few clouds
Rincon,32.3,-81.24,75.2,73,75,6.93,US,2020-10-25 00:01:48,broken clouds
Pascagoula,30.37,-88.56,78.8,78,1,5.82,US,2020-10-25 00:02:08,clear sky
Leshukonskoye,64.9,45.76,25.47,98,98,4.92,RU,2020-10-25 00:00:14,overcast clouds
Chokurdakh,70.63,147.92,14.43,96,87,7.52,RU,2020-10-25 00:00:37,overcast clouds
Margate,51.38,1.39,53.01,91,100,4.0,GB,2020-10-25 00:01:55,moderate rain
Tuatapere,-46.13,167.68,70.45,52,96,12.88,NZ,2020-10-24 23:56:06,heavy intensity rain
Saint George,37.1,-113.58,79.0,26,1,11.41,US,2020-10-24 23:57:14,clear sky
Jawhar,2.78,45.5,77.9,81,100,5.84,SO,2020-10-25 00:05:33,moderate rain
Vila Velha,-20.33,-40.29,75.0,94,40,5.82,BR,2020-10-25 00:05:33,mist
Zholymbet,51.74,71.71,30.13,97,100,24.76,KZ,2020-10-25 00:05:33,overcast clouds
Bethel,41.37,-73.41,53.01,66,69,4.0,US,2020-10-24 23:59:52,broken clouds
Olafsvik,64.89,-23.71,41.29,79,95,41.83,IS,2020-10-24 23:59:53,light rain
Lorengau,-2.02,147.27,85.89,59,30,6.85,PG,2020-10-25 00:05:34,scattered clouds
Vitim,59.45,112.56,32.65,96,100,4.29,RU,2020-10-25 00:05:34,overcast clouds
Mount Isa,-20.73,139.5,77.0,38,0,13.87,AU,2020-10-24 23:58:12,clear sky
Kindu,-2.95,25.95,70.86,97,100,1.07,CD,2020-10-25 00:05:35,light rain
Ngunguru,-35.62,174.5,65.08,72,1,9.15,NZ,2020-10-25 00:05:35,clear sky
Torbay,47.67,-52.73,50.0,93,90,18.34,CA,2020-10-24 23:55:15,light rain
Morondava,-20.28,44.28,74.53,69,55,11.88,MG,2020-10-25 00:05:35,broken clouds
Videbaek,56.09,8.63,55.99,93,100,10.29,DK,2020-10-25 00:05:36,overcast clouds
Sao Joao Da Barra,-21.64,-41.05,72.39,92,100,16.28,BR,2020-10-25 00:00:05,moderate rain
Omboue,-1.57,9.26,76.96,86,100,8.08,GA,2020-10-25 00:05:36,overcast clouds
Tadine,-21.55,167.88,77.5,71,40,11.63,NC,2020-10-25 00:05:37,scattered clouds
Cidreira,-30.18,-50.21,68.45,91,54,14.36,BR,2020-10-24 23:57:08,broken clouds
Saldanha,-33.01,17.94,62.6,77,5,3.36,ZA,2020-10-24 23:59:48,clear sky
Kaohsiung,22.62,120.31,78.8,74,75,3.36,TW,2020-10-25 00:01:42,broken clouds
Straumen,63.87,11.3,41.0,84,0,19.46,NO,2020-10-25 00:05:37,clear sky
Wenling,28.37,121.36,66.0,72,3,5.91,CN,2020-10-25 00:05:38,clear sky
Tautira,-17.73,-149.15,86.0,66,75,8.05,PF,2020-10-24 23:57:48,shower rain
Sembakung,3.82,117.25,78.22,90,100,1.16,ID,2020-10-25 00:05:38,overcast clouds
Farmington,36.73,-108.22,69.8,16,1,6.93,US,2020-10-25 00:04:38,clear sky
Saint-Francois,46.42,3.91,46.0,100,77,4.7,FR,2020-10-25 00:05:39,broken clouds
Krasnozerskoye,53.98,79.24,26.71,81,49,13.09,RU,2020-10-25 00:05:39,scattered clouds
Saint Anthony,45.02,-93.22,30.99,50,1,3.36,US,2020-10-24 23:58:01,clear sky
Diapaga,12.07,1.79,80.65,26,98,4.05,BF,2020-10-25 00:05:39,overcast clouds
Ludvika,60.15,15.19,37.4,93,90,5.82,SE,2020-10-25 00:05:40,overcast clouds
Saskylakh,71.92,114.08,13.08,94,100,19.82,RU,2020-10-24 23:59:41,light snow
Nakatsugawa,35.48,137.5,52.0,84,0,1.01,JP,2020-10-25 00:05:41,clear sky
Bundaberg,-24.85,152.35,82.0,61,75,17.22,AU,2020-10-25 00:05:41,broken clouds
Kormilovka,55.0,74.1,28.4,74,75,13.42,RU,2020-10-25 00:05:41,light shower snow
Southbridge,42.08,-72.03,57.0,75,55,8.57,US,2020-10-25 00:04:13,broken clouds
Beidao,34.57,105.89,53.42,73,93,2.01,CN,2020-10-25 00:05:42,overcast clouds
Caravelas,-17.71,-39.25,75.9,86,90,7.65,BR,2020-10-24 23:59:25,light rain
Arawa,-6.21,155.54,88.57,57,71,3.74,PG,2020-10-25 00:05:42,light rain
Lundazi,-12.29,33.18,67.03,63,40,5.3,ZM,2020-10-25 00:05:42,scattered clouds
Paita,-5.09,-81.11,62.53,85,43,14.27,PE,2020-10-25 00:05:43,scattered clouds
Valley City,46.92,-98.0,24.8,68,90,4.7,US,2020-10-25 00:05:03,overcast clouds
Klaksvik,62.23,-6.59,46.4,81,21,17.22,FO,2020-10-25 00:05:43,light rain
Camacha,33.08,-16.33,62.6,77,20,2.24,PT,2020-10-24 23:59:46,few clouds
Adrar,20.5,-10.07,88.3,12,100,5.82,MR,2020-10-25 00:05:43,overcast clouds
Alyangula,-13.85,136.42,86.0,70,40,5.82,AU,2020-10-25 00:00:56,scattered clouds
Black Diamond,47.31,-122.0,48.99,61,62,3.0,US,2020-10-25 00:02:47,broken clouds
Singaraja,-8.11,115.09,83.62,68,40,1.39,ID,2020-10-25 00:05:44,scattered clouds
Ostersund,63.18,14.64,32.0,98,95,10.29,SE,2020-10-25 00:05:45,overcast clouds
Cedar City,37.68,-113.06,68.0,22,1,20.8,US,2020-10-25 00:05:45,clear sky
Anandnagar,27.1,83.28,66.0,61,0,0.83,IN,2020-10-25 00:05:45,clear sky
Besikduzu,41.05,39.23,60.8,63,0,5.82,TR,2020-10-25 00:05:45,clear sky
Tiksi,71.69,128.87,10.09,91,100,26.31,RU,2020-10-24 23:59:56,overcast clouds
Lompoc,34.64,-120.46,66.2,63,90,12.75,US,2020-10-24 23:57:28,overcast clouds
Itarema,-2.92,-39.92,79.59,81,1,14.61,BR,2020-10-25 00:00:28,clear sky
Kabala,9.58,-11.55,70.38,71,95,2.39,SL,2020-10-25 00:05:46,overcast clouds
Medicine Hat,50.05,-110.67,18.0,72,90,10.29,CA,2020-10-25 00:04:38,mist
Cabra,37.47,-4.44,54.0,83,0,2.46,ES,2020-10-25 00:05:47,clear sky
Cabedelo,-6.98,-34.83,77.0,88,40,5.82,BR,2020-10-25 00:00:20,scattered clouds
Ano Mera,37.45,25.4,66.99,88,4,6.93,GR,2020-10-25 00:05:47,clear sky
Palenque,17.52,-91.97,74.88,92,96,8.9,MX,2020-10-25 00:05:47,moderate rain
Kavaratti,10.57,72.64,81.59,71,32,7.67,IN,2020-10-25 00:01:20,scattered clouds
Okhotsk,59.38,143.3,39.04,80,100,16.8,RU,2020-10-24 23:59:28,overcast clouds
Nesbyen,60.57,9.1,35.01,98,100,3.0,NO,2020-10-25 00:05:48,overcast clouds
Aanekoski,62.69,25.82,26.01,100,20,1.12,FI,2020-10-25 00:05:48,fog
Husavik,66.04,-17.34,41.0,75,90,20.8,IS,2020-10-24 23:59:28,light rain
Kavieng,-2.57,150.8,84.81,67,98,1.43,PG,2020-10-25 00:00:34,light rain
Yaan,7.38,8.57,71.71,95,100,8.16,NG,2020-10-25 00:02:11,light rain
Podgorodnyaya Pokrovka,51.83,54.99,48.2,100,90,6.71,RU,2020-10-25 00:05:50,mist
Neiafu,-18.65,-173.98,77.0,88,90,4.7,TO,2020-10-25 00:05:50,overcast clouds
Turukhansk,65.82,87.98,8.96,95,99,5.17,RU,2020-10-24 23:57:58,overcast clouds
Igrim,63.19,64.42,24.06,95,100,9.6,RU,2020-10-25 00:05:50,overcast clouds
Bam,29.11,58.36,57.24,34,0,11.56,IR,2020-10-25 00:01:37,clear sky
Faanui,-16.48,-151.75,79.65,74,38,8.79,PF,2020-10-24 23:55:54,scattered clouds
San Cristobal,7.77,-72.22,86.0,62,40,5.82,VE,2020-10-24 23:57:36,scattered clouds
Karasjok,69.47,25.51,37.4,86,97,25.28,NO,2020-10-25 00:05:51,overcast clouds
Victoria,22.29,114.16,75.0,65,98,1.01,HK,2020-10-24 23:55:24,overcast clouds
Bokoro,12.38,17.06,82.92,19,16,10.78,TD,2020-10-25 00:05:52,few clouds
Bambous Virieux,-20.34,57.76,71.6,88,75,9.17,MU,2020-10-24 23:56:59,light intensity shower rain
Korla,41.76,86.15,42.01,73,11,1.99,CN,2020-10-25 00:05:52,few clouds
Urumqi,43.8,87.6,41.0,86,0,2.24,CN,2020-10-25 00:01:40,clear sky
Aklavik,68.22,-135.01,19.4,92,75,3.36,CA,2020-10-24 23:56:02,broken clouds
Yumen,40.28,97.2,35.83,79,100,6.62,CN,2020-10-24 23:58:07,overcast clouds
Palmer,42.16,-72.33,55.4,62,20,12.75,US,2020-10-24 23:56:10,few clouds
Conde,-7.26,-34.91,77.0,88,40,5.82,BR,2020-10-25 00:01:30,scattered clouds
Chicama,-7.84,-79.15,64.87,78,34,5.26,PE,2020-10-25 00:05:54,scattered clouds
Takhtamygda,54.1,123.57,30.34,94,0,2.75,RU,2020-10-25 00:01:32,clear sky
Egvekinot,66.32,-179.17,24.03,96,14,6.85,RU,2020-10-24 23:59:54,few clouds
Dingle,11.0,122.67,79.12,83,98,2.21,PH,2020-10-24 23:59:37,overcast clouds
Tiznit,29.58,-9.5,64.8,55,24,0.63,MA,2020-10-25 00:05:55,few clouds
Namibe,-15.2,12.15,67.87,82,68,5.1,AO,2020-10-25 00:01:04,broken clouds
Thinadhoo,0.53,72.93,83.19,74,54,11.59,MV,2020-10-24 23:59:36,broken clouds
Avera,33.19,-82.53,73.4,88,1,5.44,US,2020-10-25 00:05:56,clear sky
East Grinstead,51.12,-0.01,53.6,87,40,11.41,GB,2020-10-25 00:05:56,light rain
Sinnamary,5.38,-52.95,81.52,78,66,10.47,GF,2020-10-25 00:01:11,broken clouds
West Calder,55.85,-3.57,44.01,86,0,2.24,GB,2020-10-25 00:05:57,clear sky
Dunedin,-45.87,170.5,73.0,39,100,15.01,NZ,2020-10-25 00:02:10,overcast clouds
Ust-Koksa,50.27,85.61,16.83,85,10,2.17,RU,2020-10-24 23:59:59,clear sky
Kodiak,57.79,-152.41,46.4,93,90,5.82,US,2020-10-24 23:59:33,overcast clouds
